id,reservation_date,checkout_date,return_date,member_id
28,-,12/07/2018,11/08/2018,1117
6,10/07/2018,13/07/2018,12/08/2018,2261
14,11/07/2018,14/07/2018,13/08/2018,2297
7,12/07/2018,15/07/2018,14/08/2018,1984
6,-,16/07/2018,15/08/2018,1903
43,14/07/2018,17/07/2018,16/08/2018,1149
29,15/07/2018,18/07/2018,17/08/2018,2389
24,-,19/07/2018,18/08/2018,1574
30,17/07/2018,20/07/2018,19/08/2018,2055
23,18/07/2018,21/07/2018,20/08/2018,1475
35,-,22/07/2018,21/08/2018,2122
3,20/07/2018,23/07/2018,22/08/2018,1358
28,21/07/2018,24/07/2018,23/08/2018,2423
25,-,25/07/2018,24/08/2018,1415
24,23/07/2018,26/07/2018,25/08/2018,2259
7,24/07/2018,27/07/2018,26/08/2018,1784
9,-,28/07/2018,27/08/2018,1180
25,26/07/2018,29/07/2018,28/08/2018,2265
11,-,30/07/2018,29/08/2018,1267
29,28/07/2018,31/07/2018,30/08/2018,1695
48,29/07/2018,01/08/2018,31/08/2018,1613
2,30/07/2018,02/08/2018,01/09/2018,1646
35,31/07/2018,03/08/2018,02/09/2018,1854
18,01/08/2018,04/08/2018,03/09/2018,1121
17,-,05/08/2018,04/09/2018,2100
45,03/08/2018,06/08/2018,05/09/2018,2153
47,04/08/2018,07/08/2018,06/09/2018,2048
8,05/08/2018,08/08/2018,07/09/2018,2542
26,06/08/2018,09/08/2018,08/09/2018,2702
22,07/08/2018,10/08/2018,09/09/2018,1287
32,08/08/2018,11/08/2018,10/09/2018,2327
13,09/08/2018,12/08/2018,11/09/2018,1392
40,10/08/2018,13/08/2018,12/09/2018,1716
16,11/08/2018,14/08/2018,13/09/2018,2315
7,-,15/08/2018,14/09/2018,2487
6,13/08/2018,16/08/2018,15/09/2018,1229
41,14/08/2018,17/08/2018,16/09/2018,1856
32,15/08/2018,18/08/2018,17/09/2018,1948
39,16/08/2018,19/08/2018,18/09/2018,2255
30,17/08/2018,20/08/2018,19/09/2018,2336
1,18/08/2018,21/08/2018,20/09/2018,2573
40,-,22/08/2018,21/09/2018,1567
24,20/08/2018,23/08/2018,22/09/2018,1747
33,21/08/2018,24/08/2018,23/09/2018,1266
46,22/08/2018,25/08/2018,24/09/2018,1912
11,23/08/2018,26/08/2018,25/09/2018,2390
34,24/08/2018,27/08/2018,26/09/2018,1184
18,-,28/08/2018,27/09/2018,2469
20,26/08/2018,29/08/2018,28/09/2018,1234
45,27/08/2018,30/08/2018,29/09/2018,2269
9,28/08/2018,31/08/2018,30/09/2018,1144
35,-,01/09/2018,01/10/2018,1740
46,30/08/2018,02/09/2018,02/10/2018,2661
29,31/08/2018,03/09/2018,03/10/2018,1637
46,01/09/2018,04/09/2018,04/10/2018,2249
30,-,05/09/2018,05/10/2018,1004
31,03/09/2018,06/09/2018,06/10/2018,2376
14,-,07/09/2018,07/10/2018,2665
49,-,08/09/2018,08/10/2018,1779
23,06/09/2018,09/09/2018,09/10/2018,1928
46,07/09/2018,10/09/2018,10/10/2018,1910
5,-,11/09/2018,11/10/2018,2184
17,09/09/2018,12/09/2018,12/10/2018,1359
7,10/09/2018,13/09/2018,13/10/2018,2585
18,11/09/2018,14/09/2018,14/10/2018,1867
14,12/09/2018,15/09/2018,15/10/2018,1858
50,-,16/09/2018,16/10/2018,1324
24,14/09/2018,17/09/2018,17/10/2018,1885
14,15/09/2018,18/09/2018,18/10/2018,1245
36,16/09/2018,19/09/2018,19/10/2018,2167
39,17/09/2018,20/09/2018,20/10/2018,1781
14,-,21/09/2018,21/10/2018,2101
29,19/09/2018,22/09/2018,22/10/2018,1657
41,-,23/09/2018,23/10/2018,1444
27,21/09/2018,24/09/2018,24/10/2018,2364
6,22/09/2018,25/09/2018,25/10/2018,1454
16,-,26/09/2018,26/10/2018,1921
10,-,27/09/2018,27/10/2018,1372
22,-,28/09/2018,28/10/2018,2490
12,-,29/09/2018,29/10/2018,1023
24,27/09/2018,30/09/2018,30/10/2018,2633
37,28/09/2018,01/10/2018,31/10/2018,2542
8,-,02/10/2018,01/11/2018,1559
14,30/09/2018,03/10/2018,02/11/2018,1232
48,01/10/2018,04/10/2018,03/11/2018,1060
15,-,05/10/2018,04/11/2018,1417
35,03/10/2018,06/10/2018,05/11/2018,1236
23,04/10/2018,07/10/2018,06/11/2018,1464
38,05/10/2018,08/10/2018,07/11/2018,1106
30,06/10/2018,09/10/2018,08/11/2018,1539
33,07/10/2018,10/10/2018,09/11/2018,2559
13,08/10/2018,11/10/2018,10/11/2018,2248
1,-,12/10/2018,11/11/2018,1153
6,10/10/2018,13/10/2018,12/11/2018,2514
11,11/10/2018,14/10/2018,13/11/2018,2338
29,12/10/2018,15/10/2018,14/11/2018,1173
43,13/10/2018,16/10/2018,15/11/2018,2643
35,14/10/2018,17/10/2018,16/11/2018,1039
22,15/10/2018,18/10/2018,17/11/2018,1959
21,16/10/2018,19/10/2018,18/11/2018,1154
9,17/10/2018,20/10/2018,19/11/2018,1295
23,18/10/2018,21/10/2018,20/11/2018,1912
25,19/10/2018,22/10/2018,21/11/2018,2250
16,20/10/2018,23/10/2018,22/11/2018,1941
33,21/10/2018,24/10/2018,23/11/2018,2597
45,22/10/2018,25/10/2018,24/11/2018,2443
1,23/10/2018,26/10/2018,25/11/2018,1873
13,24/10/2018,27/10/2018,26/11/2018,1020
33,25/10/2018,28/10/2018,27/11/2018,1417
39,26/10/2018,29/10/2018,28/11/2018,2657
27,27/10/2018,30/10/2018,29/11/2018,1647
27,28/10/2018,31/10/2018,30/11/2018,2327
50,29/10/2018,01/11/2018,01/12/2018,1752
9,30/10/2018,02/11/2018,02/12/2018,2379
50,31/10/2018,03/11/2018,03/12/2018,1821
17,01/11/2018,04/11/2018,04/12/2018,2240
7,02/11/2018,05/11/2018,05/12/2018,2263
39,-,06/11/2018,06/12/2018,1690
11,04/11/2018,07/11/2018,07/12/2018,1237
24,05/11/2018,08/11/2018,08/12/2018,2613
30,06/11/2018,09/11/2018,09/12/2018,2379
29,07/11/2018,10/11/2018,10/12/2018,2025
50,-,11/11/2018,11/12/2018,1014
19,09/11/2018,12/11/2018,12/12/2018,1274
40,-,13/11/2018,13/12/2018,1884
28,11/11/2018,14/11/2018,14/12/2018,1710
10,12/11/2018,15/11/2018,15/12/2018,1746
3,-,16/11/2018,16/12/2018,2671
44,14/11/2018,17/11/2018,17/12/2018,1762
44,15/11/2018,18/11/2018,18/12/2018,2059
25,16/11/2018,19/11/2018,19/12/2018,2443
2,17/11/2018,20/11/2018,20/12/2018,1327
49,18/11/2018,21/11/2018,21/12/2018,1900
37,-,22/11/2018,22/12/2018,1336
20,-,23/11/2018,23/12/2018,1547
14,21/11/2018,24/11/2018,24/12/2018,2368
29,22/11/2018,25/11/2018,25/12/2018,1479
31,-,26/11/2018,26/12/2018,1204
33,-,27/11/2018,27/12/2018,2091
28,25/11/2018,28/11/2018,28/12/2018,2360
50,26/11/2018,29/11/2018,29/12/2018,1928
46,27/11/2018,30/11/2018,30/12/2018,1117
35,28/11/2018,01/12/2018,31/12/2018,2587
2,29/11/2018,02/12/2018,01/01/2019,1188
36,-,03/12/2018,02/01/2019,1574
50,01/12/2018,04/12/2018,03/01/2019,2314
38,02/12/2018,05/12/2018,04/01/2019,2629
23,03/12/2018,06/12/2018,05/01/2019,2675
32,-,07/12/2018,06/01/2019,2402
35,05/12/2018,08/12/2018,07/01/2019,2534
35,-,09/12/2018,08/01/2019,1538
29,07/12/2018,10/12/2018,09/01/2019,1522
43,08/12/2018,11/12/2018,10/01/2019,1603
10,09/12/2018,12/12/2018,11/01/2019,1712
32,10/12/2018,13/12/2018,12/01/2019,1496
10,11/12/2018,14/12/2018,13/01/2019,2390
49,12/12/2018,15/12/2018,14/01/2019,2576
46,-,16/12/2018,15/01/2019,1900
29,14/12/2018,17/12/2018,16/01/2019,1977
23,15/12/2018,18/12/2018,17/01/2019,2056
1,-,19/12/2018,18/01/2019,2426
39,17/12/2018,20/12/2018,19/01/2019,1316
17,18/12/2018,21/12/2018,20/01/2019,1359
11,19/12/2018,22/12/2018,21/01/2019,2685
9,20/12/2018,23/12/2018,22/01/2019,1859
23,21/12/2018,24/12/2018,23/01/2019,1242
41,22/12/2018,25/12/2018,24/01/2019,2494
20,23/12/2018,26/12/2018,25/01/2019,2597
5,24/12/2018,27/12/2018,26/01/2019,1913
27,25/12/2018,28/12/2018,27/01/2019,2513
21,26/12/2018,29/12/2018,28/01/2019,1261
46,27/12/2018,30/12/2018,29/01/2019,2537
1,28/12/2018,31/12/2018,30/01/2019,2043
44,29/12/2018,01/01/2019,31/01/2019,1590
29,30/12/2018,02/01/2019,01/02/2019,1416
6,31/12/2018,03/01/2019,02/02/2019,1629
22,01/01/2019,04/01/2019,03/02/2019,2272
47,02/01/2019,05/01/2019,04/02/2019,2360
7,03/01/2019,06/01/2019,05/02/2019,2675
21,04/01/2019,07/01/2019,06/02/2019,1757
35,05/01/2019,08/01/2019,07/02/2019,2608
45,06/01/2019,09/01/2019,08/02/2019,1235
1,07/01/2019,10/01/2019,09/02/2019,2556
13,08/01/2019,11/01/2019,10/02/2019,1420
48,09/01/2019,12/01/2019,11/02/2019,2271
34,10/01/2019,13/01/2019,12/02/2019,2686
32,-,14/01/2019,13/02/2019,2631
21,-,15/01/2019,14/02/2019,2327
12,-,16/01/2019,15/02/2019,1565
26,-,17/01/2019,16/02/2019,2511
30,-,18/01/2019,17/02/2019,2471
45,-,19/01/2019,18/02/2019,1757
14,-,20/01/2019,19/02/2019,1247
29,18/01/2019,21/01/2019,20/02/2019,2213
1,-,22/01/2019,21/02/2019,1449
35,-,23/01/2019,22/02/2019,2577
37,21/01/2019,24/01/2019,23/02/2019,1021
12,22/01/2019,25/01/2019,24/02/2019,2019
38,23/01/2019,26/01/2019,25/02/2019,1347
4,24/01/2019,27/01/2019,26/02/2019,1261
38,25/01/2019,28/01/2019,27/02/2019,1332
32,26/01/2019,29/01/2019,28/02/2019,1487
24,27/01/2019,30/01/2019,01/03/2019,1890
47,28/01/2019,31/01/2019,02/03/2019,1968
16,29/01/2019,01/02/2019,03/03/2019,1465
43,30/01/2019,02/02/2019,04/03/2019,1128
43,31/01/2019,03/02/2019,05/03/2019,1475
40,01/02/2019,04/02/2019,06/03/2019,2492
32,02/02/2019,05/02/2019,07/03/2019,2658
43,03/02/2019,06/02/2019,08/03/2019,1661
30,04/02/2019,07/02/2019,09/03/2019,2668
50,05/02/2019,08/02/2019,10/03/2019,2568
47,06/02/2019,09/02/2019,11/03/2019,1490
18,07/02/2019,10/02/2019,12/03/2019,1555
28,08/02/2019,11/02/2019,13/03/2019,1526
36,09/02/2019,12/02/2019,14/03/2019,1876
46,10/02/2019,13/02/2019,15/03/2019,2007
46,-,14/02/2019,16/03/2019,1871
35,12/02/2019,15/02/2019,17/03/2019,2278
23,13/02/2019,16/02/2019,18/03/2019,2249
45,14/02/2019,17/02/2019,19/03/2019,2164
37,15/02/2019,18/02/2019,20/03/2019,1426
27,16/02/2019,19/02/2019,21/03/2019,1877
19,17/02/2019,20/02/2019,22/03/2019,1929
7,18/02/2019,21/02/2019,23/03/2019,2432
50,-,22/02/2019,24/03/2019,1743
17,20/02/2019,23/02/2019,25/03/2019,2481
39,21/02/2019,24/02/2019,26/03/2019,1588
13,22/02/2019,25/02/2019,27/03/2019,1673
14,23/02/2019,26/02/2019,28/03/2019,2470
27,-,27/02/2019,29/03/2019,2140
28,25/02/2019,28/02/2019,30/03/2019,1605
33,26/02/2019,01/03/2019,31/03/2019,2248
28,27/02/2019,02/03/2019,01/04/2019,1578
19,-,03/03/2019,02/04/2019,2541
35,01/03/2019,04/03/2019,03/04/2019,2718
9,02/03/2019,05/03/2019,04/04/2019,2014
13,03/03/2019,06/03/2019,05/04/2019,1476
10,04/03/2019,07/03/2019,06/04/2019,2485
30,05/03/2019,08/03/2019,07/04/2019,2075
9,06/03/2019,09/03/2019,08/04/2019,2380
32,07/03/2019,10/03/2019,09/04/2019,1035
17,08/03/2019,11/03/2019,10/04/2019,1750
14,09/03/2019,12/03/2019,11/04/2019,2341
40,-,13/03/2019,12/04/2019,2053
29,11/03/2019,14/03/2019,13/04/2019,1014
37,12/03/2019,15/03/2019,14/04/2019,1526
35,13/03/2019,16/03/2019,15/04/2019,2036
2,-,17/03/2019,16/04/2019,2254
49,15/03/2019,18/03/2019,17/04/2019,1656
33,16/03/2019,19/03/2019,18/04/2019,2174
4,17/03/2019,20/03/2019,19/04/2019,2320
24,-,21/03/2019,20/04/2019,2432
22,19/03/2019,22/03/2019,21/04/2019,2101
28,20/03/2019,23/03/2019,22/04/2019,2651
31,21/03/2019,24/03/2019,23/04/2019,1187
46,22/03/2019,25/03/2019,24/04/2019,2361
15,23/03/2019,26/03/2019,25/04/2019,1177
33,24/03/2019,27/03/2019,26/04/2019,1315
50,25/03/2019,28/03/2019,27/04/2019,2432
2,26/03/2019,29/03/2019,28/04/2019,1599
3,27/03/2019,30/03/2019,29/04/2019,1187
33,28/03/2019,31/03/2019,30/04/2019,2106
16,-,01/04/2019,01/05/2019,1499
10,30/03/2019,02/04/2019,02/05/2019,1547
17,31/03/2019,03/04/2019,03/05/2019,2149
26,01/04/2019,04/04/2019,04/05/2019,2468
31,02/04/2019,05/04/2019,05/05/2019,1695
15,03/04/2019,06/04/2019,06/05/2019,1311
41,04/04/2019,07/04/2019,07/05/2019,2311
30,-,08/04/2019,08/05/2019,1481
3,06/04/2019,09/04/2019,09/05/2019,2420
2,07/04/2019,10/04/2019,10/05/2019,1944
5,08/04/2019,11/04/2019,11/05/2019,2072
23,09/04/2019,12/04/2019,12/05/2019,2023
6,10/04/2019,13/04/2019,13/05/2019,1987
50,11/04/2019,14/04/2019,14/05/2019,2726
36,12/04/2019,15/04/2019,15/05/2019,1107
5,13/04/2019,16/04/2019,16/05/2019,1668
39,14/04/2019,17/04/2019,17/05/2019,2253
7,15/04/2019,18/04/2019,18/05/2019,2670
17,16/04/2019,19/04/2019,19/05/2019,2657
40,17/04/2019,20/04/2019,20/05/2019,2605
12,18/04/2019,21/04/2019,21/05/2019,2327
36,-,22/04/2019,22/05/2019,1631
49,20/04/2019,23/04/2019,23/05/2019,1826
24,21/04/2019,24/04/2019,24/05/2019,2667
4,-,25/04/2019,25/05/2019,1890
19,23/04/2019,26/04/2019,26/05/2019,1691
43,24/04/2019,27/04/2019,27/05/2019,1031
30,25/04/2019,28/04/2019,28/05/2019,2617
4,26/04/2019,29/04/2019,29/05/2019,1858
5,27/04/2019,30/04/2019,30/05/2019,2100
49,28/04/2019,01/05/2019,31/05/2019,1766
39,-,02/05/2019,01/06/2019,1830
4,30/04/2019,03/05/2019,02/06/2019,1412
39,01/05/2019,04/05/2019,03/06/2019,2654
13,-,05/05/2019,04/06/2019,2044
40,03/05/2019,06/05/2019,05/06/2019,2202
42,04/05/2019,07/05/2019,06/06/2019,2545
43,05/05/2019,08/05/2019,07/06/2019,2424
3,06/05/2019,09/05/2019,08/06/2019,1695
24,07/05/2019,10/05/2019,09/06/2019,2730
29,-,11/05/2019,10/06/2019,1205
12,09/05/2019,12/05/2019,11/06/2019,1720
47,-,13/05/2019,12/06/2019,1471
29,11/05/2019,14/05/2019,13/06/2019,1144
13,12/05/2019,15/05/2019,14/06/2019,2461
14,13/05/2019,16/05/2019,15/06/2019,2442
30,14/05/2019,17/05/2019,16/06/2019,1306
24,15/05/2019,18/05/2019,17/06/2019,2604
23,16/05/2019,19/05/2019,18/06/2019,1072
44,17/05/2019,20/05/2019,19/06/2019,2008
17,-,21/05/2019,20/06/2019,1907
42,19/05/2019,22/05/2019,21/06/2019,1694
44,-,23/05/2019,22/06/2019,1697
20,-,24/05/2019,23/06/2019,1156
37,22/05/2019,25/05/2019,24/06/2019,1693
22,23/05/2019,26/05/2019,25/06/2019,2112
42,24/05/2019,27/05/2019,26/06/2019,1527
19,25/05/2019,28/05/2019,27/06/2019,2026
46,26/05/2019,29/05/2019,28/06/2019,2236
6,27/05/2019,30/05/2019,29/06/2019,1316
5,-,31/05/2019,30/06/2019,1079
14,29/05/2019,01/06/2019,01/07/2019,2281
39,30/05/2019,02/06/2019,02/07/2019,2522
14,31/05/2019,03/06/2019,03/07/2019,1428
40,-,04/06/2019,04/07/2019,2126
45,02/06/2019,05/06/2019,05/07/2019,2227
16,03/06/2019,06/06/2019,06/07/2019,1027
21,04/06/2019,07/06/2019,07/07/2019,1498
35,05/06/2019,08/06/2019,08/07/2019,2529
28,-,09/06/2019,09/07/2019,1545
5,07/06/2019,10/06/2019,10/07/2019,2151
25,08/06/2019,11/06/2019,11/07/2019,1573
48,09/06/2019,12/06/2019,12/07/2019,1736
42,10/06/2019,13/06/2019,13/07/2019,1318
20,11/06/2019,14/06/2019,14/07/2019,1789
19,-,15/06/2019,15/07/2019,1043
36,13/06/2019,16/06/2019,16/07/2019,1132
22,14/06/2019,17/06/2019,17/07/2019,1786
36,15/06/2019,18/06/2019,18/07/2019,1415
1,16/06/2019,19/06/2019,19/07/2019,1025
10,17/06/2019,20/06/2019,20/07/2019,1341
34,-,21/06/2019,21/07/2019,2266
42,19/06/2019,22/06/2019,22/07/2019,1602
39,20/06/2019,23/06/2019,23/07/2019,1461
20,21/06/2019,24/06/2019,24/07/2019,2220
21,22/06/2019,25/06/2019,25/07/2019,2031
40,23/06/2019,26/06/2019,26/07/2019,2082
37,24/06/2019,27/06/2019,27/07/2019,2668
5,25/06/2019,28/06/2019,28/07/2019,2695
42,26/06/2019,29/06/2019,29/07/2019,1657
16,27/06/2019,30/06/2019,30/07/2019,2622
23,28/06/2019,01/07/2019,31/07/2019,1771
8,-,02/07/2019,01/08/2019,1918
46,30/06/2019,03/07/2019,02/08/2019,1035
8,01/07/2019,04/07/2019,03/08/2019,1331
12,02/07/2019,05/07/2019,04/08/2019,1859
1,03/07/2019,06/07/2019,05/08/2019,1534
15,-,07/07/2019,06/08/2019,2081
22,-,08/07/2019,07/08/2019,2272
3,06/07/2019,09/07/2019,08/08/2019,1020
35,07/07/2019,10/07/2019,09/08/2019,1655
37,-,11/07/2019,10/08/2019,1724
11,09/07/2019,12/07/2019,11/08/2019,2594
24,10/07/2019,13/07/2019,12/08/2019,2233
40,11/07/2019,14/07/2019,13/08/2019,1008
43,-,15/07/2019,14/08/2019,1817
36,13/07/2019,16/07/2019,15/08/2019,2131
26,14/07/2019,17/07/2019,16/08/2019,1154
35,15/07/2019,18/07/2019,17/08/2019,2267
11,16/07/2019,19/07/2019,18/08/2019,2511
1,17/07/2019,20/07/2019,19/08/2019,1167
35,-,21/07/2019,20/08/2019,2384
50,19/07/2019,22/07/2019,21/08/2019,2069
50,20/07/2019,23/07/2019,22/08/2019,1814
16,21/07/2019,24/07/2019,23/08/2019,1530
39,-,25/07/2019,24/08/2019,2231
25,23/07/2019,26/07/2019,25/08/2019,1964
25,24/07/2019,27/07/2019,26/08/2019,1963
6,25/07/2019,28/07/2019,27/08/2019,1111
40,26/07/2019,29/07/2019,28/08/2019,1220
31,27/07/2019,30/07/2019,29/08/2019,2455
44,28/07/2019,31/07/2019,30/08/2019,1547
46,29/07/2019,01/08/2019,31/08/2019,2507
23,30/07/2019,02/08/2019,01/09/2019,1494
38,31/07/2019,03/08/2019,02/09/2019,2717
23,01/08/2019,04/08/2019,03/09/2019,1692
47,02/08/2019,05/08/2019,04/09/2019,1729
8,-,06/08/2019,05/09/2019,1438
39,04/08/2019,07/08/2019,06/09/2019,2358
4,05/08/2019,08/08/2019,07/09/2019,1040
6,06/08/2019,09/08/2019,08/09/2019,1283
10,-,10/08/2019,09/09/2019,2564
32,08/08/2019,11/08/2019,10/09/2019,1797
48,09/08/2019,12/08/2019,11/09/2019,2641
10,10/08/2019,13/08/2019,12/09/2019,1122
28,11/08/2019,14/08/2019,13/09/2019,2416
35,12/08/2019,15/08/2019,14/09/2019,2113
22,13/08/2019,16/08/2019,15/09/2019,1511
28,14/08/2019,17/08/2019,16/09/2019,2640
41,-,18/08/2019,17/09/2019,1430
32,-,19/08/2019,18/09/2019,1835
22,17/08/2019,20/08/2019,19/09/2019,2513
27,18/08/2019,21/08/2019,20/09/2019,2717
50,19/08/2019,22/08/2019,21/09/2019,1452
31,20/08/2019,23/08/2019,22/09/2019,1388
47,21/08/2019,24/08/2019,23/09/2019,1389
2,22/08/2019,25/08/2019,24/09/2019,2366
7,23/08/2019,26/08/2019,25/09/2019,2502
50,-,27/08/2019,26/09/2019,1012
6,-,28/08/2019,27/09/2019,1081
37,26/08/2019,29/08/2019,28/09/2019,1226
17,27/08/2019,30/08/2019,29/09/2019,1468
12,28/08/2019,31/08/2019,30/09/2019,1150
32,29/08/2019,01/09/2019,01/10/2019,1756
14,-,02/09/2019,02/10/2019,2402
29,31/08/2019,03/09/2019,03/10/2019,1222
40,01/09/2019,04/09/2019,04/10/2019,2249
37,-,05/09/2019,05/10/2019,2357
23,03/09/2019,06/09/2019,06/10/2019,1988
33,04/09/2019,07/09/2019,07/10/2019,2172
44,05/09/2019,08/09/2019,08/10/2019,1126
19,06/09/2019,09/09/2019,09/10/2019,1466
24,07/09/2019,10/09/2019,10/10/2019,1616
46,08/09/2019,11/09/2019,11/10/2019,2149
32,09/09/2019,12/09/2019,12/10/2019,2073
16,10/09/2019,13/09/2019,13/10/2019,1971
3,-,14/09/2019,14/10/2019,2660
46,12/09/2019,15/09/2019,15/10/2019,1914
29,-,16/09/2019,16/10/2019,2293
22,14/09/2019,17/09/2019,17/10/2019,2625
30,-,18/09/2019,18/10/2019,2443
35,16/09/2019,19/09/2019,19/10/2019,1958
24,17/09/2019,20/09/2019,20/10/2019,2378
45,18/09/2019,21/09/2019,21/10/2019,2716
1,19/09/2019,22/09/2019,22/10/2019,1157
13,20/09/2019,23/09/2019,23/10/2019,2657
20,21/09/2019,24/09/2019,24/10/2019,1132
42,22/09/2019,25/09/2019,25/10/2019,1519
16,23/09/2019,26/09/2019,26/10/2019,2153
22,24/09/2019,27/09/2019,27/10/2019,1890
3,25/09/2019,28/09/2019,28/10/2019,2168
6,26/09/2019,29/09/2019,29/10/2019,2295
9,-,30/09/2019,30/10/2019,1772
45,28/09/2019,01/10/2019,31/10/2019,1582
29,29/09/2019,02/10/2019,01/11/2019,1406
1,-,03/10/2019,02/11/2019,1025
23,01/10/2019,04/10/2019,03/11/2019,1051
21,02/10/2019,05/10/2019,04/11/2019,2645
41,03/10/2019,06/10/2019,05/11/2019,1432
25,04/10/2019,07/10/2019,06/11/2019,1806
6,05/10/2019,08/10/2019,07/11/2019,1031
37,06/10/2019,09/10/2019,08/11/2019,2371
27,07/10/2019,10/10/2019,09/11/2019,2437
15,08/10/2019,11/10/2019,10/11/2019,2026
4,09/10/2019,12/10/2019,11/11/2019,1800
30,10/10/2019,13/10/2019,12/11/2019,1615
33,-,14/10/2019,13/11/2019,1537
5,-,15/10/2019,14/11/2019,1792
2,13/10/2019,16/10/2019,15/11/2019,2022
17,14/10/2019,17/10/2019,16/11/2019,2369
11,15/10/2019,18/10/2019,17/11/2019,1470
12,16/10/2019,19/10/2019,18/11/2019,1525
25,-,20/10/2019,19/11/2019,2323
30,18/10/2019,21/10/2019,20/11/2019,2442
19,19/10/2019,22/10/2019,21/11/2019,2622
45,20/10/2019,23/10/2019,22/11/2019,1124
46,21/10/2019,24/10/2019,23/11/2019,1270
33,22/10/2019,25/10/2019,24/11/2019,2194
28,23/10/2019,26/10/2019,25/11/2019,2345
9,24/10/2019,27/10/2019,26/11/2019,2104
25,25/10/2019,28/10/2019,27/11/2019,2008
45,-,29/10/2019,28/11/2019,2362
48,27/10/2019,30/10/2019,29/11/2019,1657
1,28/10/2019,31/10/2019,30/11/2019,1691
35,-,01/11/2019,01/12/2019,1424
8,30/10/2019,02/11/2019,02/12/2019,1247
14,31/10/2019,03/11/2019,03/12/2019,1139
38,01/11/2019,04/11/2019,04/12/2019,1973
44,02/11/2019,05/11/2019,05/12/2019,1397
29,03/11/2019,06/11/2019,06/12/2019,1010
5,04/11/2019,07/11/2019,07/12/2019,1587
5,05/11/2019,08/11/2019,08/12/2019,2310
27,06/11/2019,09/11/2019,09/12/2019,1892
27,07/11/2019,10/11/2019,10/12/2019,2609
3,08/11/2019,11/11/2019,11/12/2019,2725
21,09/11/2019,12/11/2019,12/12/2019,2226
44,10/11/2019,13/11/2019,13/12/2019,2463
36,11/11/2019,14/11/2019,14/12/2019,2015
6,12/11/2019,15/11/2019,15/12/2019,2218
43,13/11/2019,16/11/2019,16/12/2019,1887
10,14/11/2019,17/11/2019,17/12/2019,2505
46,15/11/2019,18/11/2019,18/12/2019,2693
44,16/11/2019,19/11/2019,19/12/2019,1116
4,-,20/11/2019,20/12/2019,2209
37,-,21/11/2019,21/12/2019,2575
21,-,22/11/2019,22/12/2019,1211
13,20/11/2019,23/11/2019,23/12/2019,1581
41,21/11/2019,24/11/2019,24/12/2019,2169
20,22/11/2019,25/11/2019,25/12/2019,1722
28,-,26/11/2019,26/12/2019,1559
27,-,27/11/2019,27/12/2019,1251
45,25/11/2019,28/11/2019,28/12/2019,1614
20,-,29/11/2019,29/12/2019,1856
33,27/11/2019,30/11/2019,30/12/2019,1414
50,28/11/2019,01/12/2019,31/12/2019,1736
44,29/11/2019,02/12/2019,01/01/2020,2314
12,30/11/2019,03/12/2019,02/01/2020,2578
15,01/12/2019,04/12/2019,03/01/2020,2213
18,02/12/2019,05/12/2019,04/01/2020,1786
15,-,06/12/2019,05/01/2020,2610
9,04/12/2019,07/12/2019,06/01/2020,2177
32,05/12/2019,08/12/2019,07/01/2020,1886
26,06/12/2019,09/12/2019,08/01/2020,2399
34,-,10/12/2019,09/01/2020,1991
33,-,11/12/2019,10/01/2020,1959
35,09/12/2019,12/12/2019,11/01/2020,1652
47,10/12/2019,13/12/2019,12/01/2020,2435
46,11/12/2019,14/12/2019,13/01/2020,2618
38,12/12/2019,15/12/2019,14/01/2020,1837
12,-,16/12/2019,15/01/2020,2262
45,-,17/12/2019,16/01/2020,1625
15,15/12/2019,18/12/2019,17/01/2020,1865
19,16/12/2019,19/12/2019,18/01/2020,1561
29,17/12/2019,20/12/2019,19/01/2020,2505
8,18/12/2019,21/12/2019,20/01/2020,1717
43,19/12/2019,22/12/2019,21/01/2020,2631
48,20/12/2019,23/12/2019,22/01/2020,2157
45,21/12/2019,24/12/2019,23/01/2020,1581
19,22/12/2019,25/12/2019,24/01/2020,2097
23,23/12/2019,26/12/2019,25/01/2020,2079
13,-,27/12/2019,26/01/2020,1800
6,25/12/2019,28/12/2019,27/01/2020,2227
8,26/12/2019,29/12/2019,28/01/2020,2637
13,27/12/2019,30/12/2019,29/01/2020,2030
1,-,31/12/2019,30/01/2020,1940
1,29/12/2019,01/01/2020,31/01/2020,1209
23,30/12/2019,02/01/2020,01/02/2020,1977
24,-,03/01/2020,02/02/2020,1166
18,01/01/2020,04/01/2020,03/02/2020,2461
21,02/01/2020,05/01/2020,04/02/2020,1624
23,03/01/2020,06/01/2020,05/02/2020,2026
8,-,07/01/2020,06/02/2020,2093
29,05/01/2020,08/01/2020,07/02/2020,2273
28,06/01/2020,09/01/2020,08/02/2020,2195
23,07/01/2020,10/01/2020,09/02/2020,1386
2,08/01/2020,11/01/2020,10/02/2020,1328
16,09/01/2020,12/01/2020,11/02/2020,1580
17,10/01/2020,13/01/2020,12/02/2020,2404
16,11/01/2020,14/01/2020,13/02/2020,1636
21,12/01/2020,15/01/2020,14/02/2020,1262
9,13/01/2020,16/01/2020,15/02/2020,1016
39,14/01/2020,17/01/2020,16/02/2020,1502
35,15/01/2020,18/01/2020,17/02/2020,2109
23,16/01/2020,19/01/2020,18/02/2020,2623
23,17/01/2020,20/01/2020,19/02/2020,1232
